price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea
49500.0,2145,3,1,3,yes,no,no,no,no,0,yes
52000.0,2275,3,1,3,yes,no,no,yes,yes,0,yes
54000.0,2856,3,1,3,yes,no,no,no,no,0,yes
55000.0,2015,3,1,2,yes,no,yes,no,no,0,yes
55000.0,2176,2,1,2,yes,yes,no,no,no,0,yes
56000.0,2145,4,2,1,yes,no,yes,no,no,0,yes
60000.0,2145,3,1,3,yes,no,no,no,no,1,yes
60500.0,2787,3,1,1,yes,no,yes,no,no,0,yes
50000.0,9500,3,1,2,yes,no,no,no,no,3,yes
64900.0,4990,4,2,2,yes,yes,yes,no,no,0,yes
93000.0,6670,3,1,3,yes,no,yes,no,no,0,yes
85000.0,6254,4,2,1,yes,no,yes,no,no,1,yes
61500.0,10360,2,1,1,yes,no,no,no,no,1,yes
88500.0,5500,3,2,1,yes,yes,yes,no,no,2,yes
88000.0,5450,4,2,1,yes,no,yes,no,yes,0,yes
89000.0,5500,3,1,3,yes,no,no,no,no,1,yes
89500.0,6000,4,1,3,yes,yes,yes,no,no,0,yes
95000.0,5700,3,1,1,yes,yes,yes,no,yes,2,yes
95500.0,6600,2,2,4,yes,no,yes,no,no,0,yes
51500.0,4000,2,1,1,yes,no,no,no,no,0,yes
62900.0,4880,3,1,1,yes,no,no,no,no,2,yes
118500.0,4880,4,2,2,yes,no,no,no,yes,1,yes
42900.0,8050,2,1,1,yes,no,no,no,no,0,no
44100.0,8100,2,1,1,yes,no,no,no,no,1,no
47000.0,5880,3,1,1,yes,no,no,no,no,1,no
50000.0,5880,2,1,1,yes,no,no,no,no,0,no
50000.0,12944,3,1,1,yes,no,no,no,no,0,no
53000.0,6020,3,1,1,yes,no,no,no,no,0,no
53000.0,4050,2,1,1,yes,no,no,no,no,0,no
54000.0,8400,2,1,1,yes,no,no,no,no,1,no
58500.0,5600,2,1,1,yes,no,no,no,yes,0,no
59000.0,5985,3,1,1,yes,no,yes,no,no,0,no
60000.0,4500,3,1,1,yes,no,yes,no,no,0,no
62900.0,4920,3,1,2,yes,no,no,no,no,1,no
64000.0,8250,3,1,1,yes,no,no,no,no,0,no
65000.0,8400,4,1,4,yes,no,no,no,no,3,no
67900.0,6440,2,1,1,yes,no,no,no,yes,3,no
68500.0,8100,4,1,4,yes,no,yes,no,yes,2,no
70000.0,6720,3,1,1,yes,no,no,no,no,0,no
70500.0,5948,3,1,2,yes,no,no,no,yes,0,no
71500.0,8150,3,2,1,yes,yes,yes,no,no,0,no
71900.0,4800,2,1,1,yes,yes,yes,no,no,0,no
75000.0,9800,4,2,2,yes,yes,no,no,no,2,no
75000.0,8520,3,1,1,yes,no,no,no,yes,2,no
87000.0,8372,3,1,3,yes,no,no,no,yes,2,no
64000.0,4040,3,1,2,yes,no,no,no,no,1,no
70000.0,4646,3,1,2,yes,yes,yes,no,no,2,no
47500.0,4775,4,1,2,yes,no,no,no,no,0,no
62600.0,4950,4,1,2,yes,no,no,no,yes,0,no
66000.0,5010,3,1,2,yes,no,yes,no,no,0,no
58900.0,6060,2,1,1,yes,no,yes,no,no,1,no
53000.0,3584,2,1,1,yes,no,no,yes,no,0,no
95000.0,6000,3,2,3,yes,yes,no,no,yes,0,no
96500.0,6000,4,2,4,yes,no,no,no,yes,0,no
101000.0,6240,4,2,2,yes,no,no,no,yes,1,no
102000.0,6000,3,2,2,yes,yes,no,no,no,1,no
103000.0,7680,4,2,4,yes,yes,no,no,yes,1,no
105000.0,6000,4,2,4,yes,yes,no,no,yes,1,no
108000.0,6000,4,2,4,yes,no,no,no,yes,1,no
110000.0,6000,4,2,4,yes,no,no,no,no,2,no
113000.0,6000,4,2,4,yes,no,no,no,yes,1,no
120000.0,7475,3,2,4,yes,no,no,no,yes,2,no
105000.0,5150,3,2,4,yes,no,no,no,yes,2,no
106000.0,6325,3,1,4,yes,no,no,no,yes,1,no
107500.0,6000,3,2,4,yes,no,no,no,yes,1,no
108000.0,6000,3,2,3,yes,no,no,no,yes,0,no
113750.0,6000,3,1,4,yes,yes,no,no,yes,2,no
120000.0,7000,3,1,4,yes,no,no,no,yes,2,no
70000.0,12900,3,1,1,yes,no,no,no,no,2,no
71000.0,7686,3,1,1,yes,yes,yes,yes,no,0,no
82000.0,5000,3,1,3,yes,no,no,no,yes,0,no
82000.0,5800,3,2,4,yes,no,no,no,yes,0,no
82500.0,6000,3,2,4,yes,no,no,no,yes,0,no
83000.0,4800,3,1,3,yes,no,no,no,yes,0,no
84000.0,6500,3,2,3,yes,no,no,no,yes,0,no
85000.0,7320,4,2,2,yes,no,no,no,no,0,no
85000.0,6525,3,2,4,yes,no,no,no,no,1,no
91500.0,4800,3,2,4,yes,yes,no,no,yes,0,no
94000.0,6000,3,2,4,yes,no,no,no,yes,0,no
103000.0,6000,3,2,4,yes,yes,no,no,yes,1,no
105000.0,6000,3,2,2,yes,yes,no,no,yes,1,no
105000.0,6000,3,1,2,yes,no,no,no,yes,1,no
